Serial,Event,Country,Code Region,Region,gid,Code District,District,Code Commune,Commune,Location,Date (YMD),Comments,Cause,Description of Cause,Source,Magnitude,GLIDEnumber,Other sectors,DataCards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.
1970-00359,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09013,Xochimilco,,,,1970/4/24,Daños globales ver ficha No. 1970-00346.,OTHER,Aire marítimo tropical,El Universal,,,,1,,,,,,,,,,,,,,
1974-00365,HEATWAVE,Mexico,19,NUEVO LEON,2940,19046,San Nicolás de los Garza,,,,1974/4/2,Daños globales ver ficha No. 1974-00078.,OTHER,Temperaturas superiores a los 40º C,Excélsior,,,,1,,,,,,,,,,,,,,
1974-00366,HEATWAVE,Mexico,19,NUEVO LEON,2940,19019,San Pedro Garza García,,,,1974/4/2,Daños globales ver ficha No. 1974-00078.,OTHER,Temperaturas superiores a los 40º C,Excélsior,,,,1,,,,,,,,,,,,,,
1974-00367,HEATWAVE,Mexico,19,NUEVO LEON,2940,19026,Guadalupe,,,,1974/4/2,Daños globales ver ficha No. 1974-00078.,OTHER,Temperaturas superiores a los 40º C,Excélsior,,,,1,,,,,,,,,,,,,,
1974-00368,HEATWAVE,Mexico,19,NUEVO LEON,2940,19048,Santa Catarina,,,,1974/4/2,Daños globales ver ficha No. 1974-00078.,OTHER,Temperaturas superiores a los 40º C,Excélsior,,,,1,,,,,,,,,,,,,,
1971-00501,HEATWAVE,Mexico,19,NUEVO LEON,2940,19019,San Pedro Garza García,,,,1971/7/24,Daños globales ver ficha No. 1971-00013.,OTHER,Temperaturas de 41º C,El Universal,,,,1,,,,,,,,,,,,,,
1971-00502,HEATWAVE,Mexico,19,NUEVO LEON,2940,19046,San Nicolás de los Garza,,,,1971/7/24,Daños globales ver ficha No. 1971-00013.,OTHER,Temperaturas de 41º C,El Universal,,,,1,,,,,,,,,,,,,,
1971-00503,HEATWAVE,Mexico,19,NUEVO LEON,2940,19026,Guadalupe,,,,1971/7/24,Daños globales ver ficha No. 1971-00013.,OTHER,Temperaturas de 41º C,El Universal,,,,1,,,,,,,,,,,,,,
1971-00504,HEATWAVE,Mexico,19,NUEVO LEON,2940,19017,Galeana,,,,1971/7/24,Daños globales ver ficha No. 1971-00013.,OTHER,Falta de lluvias prolongada,El Universal,,,,1,,,,,,,,,,,,,,
1971-00505,HEATWAVE,Mexico,05,COAHUILA,1151,05025,Piedras Negras,,,,1971/5/2,Cientos de casos de deshidratación por las altas temperaturas.,OTHER,Temperaturas de 48º C,El Universal,,,,1,,,,,,,,,,,,,,
1971-00506,HEATWAVE,Mexico,05,COAHUILA,1151,05035,Torreón,,,,1971/5/2,Cientos de casos de deshidratación por las altas temperaturas.,OTHER,Temperaturas de 48º C,El Universal,,,,1,,,,,,,,,,,,,,
1971-00507,HEATWAVE,Mexico,05,COAHUILA,1151,05030,Saltillo,,,,1971/5/2,Cientos de casos de deshidratación por las altas temperaturas.,OTHER,Temperaturas de 48º C,El Universal,,,,1,,,,,,,,,,,,,,
1971-00508,HEATWAVE,Mexico,24,SAN LUIS POTOSI,1971,24028,San Luis Potosí,,,,1971/4/4,Cientos de casos de deshidratación por las altas temperaturas.,OTHER,Temperaturas de 48º C,El Universal,,,,1,,,,,,,,,,,,,,
1971-00509,HEATWAVE,Mexico,32,ZACATECAS,651,32056,Zacatecas,,,,1971/4/4,Cientos de casos de deshidratación por las altas temperaturas.,OTHER,Temperaturas de 48º C,El Universal,,,,1,,,,,,,,,,,,,,
1971-00510,HEATWAVE,Mexico,26,SONORA,1449,26030,Hermosillo,,,,1971/4/5,Cientos de casos de deshidratación por las altas temperaturas.,OTHER,Temperaturas de 48º C,El Universal,,,,1,,,,,,,,,,,,,,
1971-00511,HEATWAVE,Mexico,08,CHIHUAHUA,1209,08019,Chihuahua,,,,1971/5/2,Cientos de casos de deshidratación por las altas temperaturas.,OTHER,Temperaturas de 48º C,El Universal,,,,1,,,,,,,,,,,,,,
1971-00512,HEATWAVE,Mexico,10,DURANGO,59,10005,Durango,,,,1971/5/18,Cientos de casos de deshidratación por las altas temperaturas.,OTHER,Temperaturas de 48º C,El Universal,,,,1,,,,,,,,,,,,,,
1971-00513,HEATWAVE,Mexico,19,NUEVO LEON,2940,19039,Monterrey,,,,1971/3/24,"Se han atendido 309 casos de deshidratación, de los cuales 67 requirieron hospitalización.",OTHER,Temperaturas de 45º C,Excélsior,,,,1,,309,,,,,,,,,,,,
2010-00240,HEATWAVE,Mexico,09,DISTRITO FEDERAL,170,09015,Cuauhtémoc,,,,2010/5/7,"La temperatura en estas estaciones del Metro ha alcanzado los 55º C, siendo donde se han alcanzado las mayores temperaturas debido a que los túneles están a 30 m de profundidad, lo que se agudiza por la presencia de locales de comida dentro de las estaciones. Las autoridades han implementado un programa de hidratación para los usuarios.",ATMOSPHCONDITION,Temperaturas de 55º C,El Universal,,,,1,,,,,,,,,,,,,,
2010-00247,HEATWAVE,Mexico,04,CAMPECHE,661,04005,Hecelchakán,,,,2010/5/9,Campesino que limpiaba su parcela murió por un golpe de calor,ATMOSPHCONDITION,Temperaturas de 42º C,El Universal,,,,1,1,,,,,,,,,,,,,
2010-00248,HEATWAVE,Mexico,28,TAMAULIPAS,2408,28022,Matamoros,,,,2010/5/10,"A pesar de las altas temperaturas que se han registrado y la orden de la Secretaría de Educación de Tamaulipas de suspender recreos y clases de educación física, el municipio dio instrucciones para continuar con las actividades normales.",ATMOSPHCONDITION,Temperaturas de 43º C,La Jornada,,,,1,,,,,,,,,,,,,,
2010-00255,HEATWAVE,Mexico,15,ESTADO DE MEXICO,751,15031,Chimalhuacán,,,,2010/5/14,"Aumenta 10% las infecciones gastrointestinales y de la piel, entre los habitantes de las márgenes de los canales de aguas negra que cruzan esta localidad, debido a la ola de calor.",ATMOSPHCONDITION,,La Jornada,,,,1,,,,,,,,,,,,,,
2010-00319,HEATWAVE,Mexico,22,QUERETARO,2717,22014,Querétaro,,,,2010/5/22,"Se incrementan las enfermedades gastrointestinales y los casos de deshidratación, debido a las altas temperaturas.",ATMOSPHCONDITION,Temperaturas de 30º C,El Universal,,,,1,,,,,,,,,,,,,,
2010-00574,HEATWAVE,Mexico,28,TAMAULIPAS,2408,28022,Matamoros,,,,2010/6/7,El DIF anunció que ha comenzado a retirar de la calle a los niños indigentes debido a las altas temperaturas que representan un riesgo de muerte para quienes piden limosna al aire libre.,ATMOSPHCONDITION,Temperatura de 40º C,La Jornada,,,,1,,,,,,,,,,,,,,
2010-00576,HEATWAVE,Mexico,08,CHIHUAHUA,1209,08037,Juárez,,,,2010/6/9,"Aumentan los casos de deshidratación y problemas gastrointestinales, al registrarse en este municipio la temperatura más alta en todo del estado.",ATMOSPHCONDITION,Temperatura de 43º C,La Jornada,,,,1,,,,,,,,,,,,,,
2010-00633,HEATWAVE,Mexico,23,QUINTANA ROO,738,23004,Othón P. Blanco,,,,2010/6/28,Una persona muerta por golpe de calor.,ATMOSPHCONDITION,,El Universal,,,,1,1,,,,,,,,,,,,,
2010-00736,HEATWAVE,Mexico,26,SONORA,1449,26052,Sahuaripa,,,,2010/7/1,En esta comunidad se registró la temperatura más alta en todo el país.,ATMOSPHCONDITION,Temperatura de 48.1º C,El Universal,,,,1,,,,,,,,,,,,,,
2010-00737,HEATWAVE,Mexico,26,SONORA,1449,26061,Soyopa,,,,2010/7/1,,ATMOSPHCONDITION,Temperatura de 47.8º C,El Universal,,,,1,,,,,,,,,,,,,,
2010-00738,HEATWAVE,Mexico,26,SONORA,1449,26003,Alamos,,,,2010/7/1,,ATMOSPHCONDITION,Temperatura de 45.5º C,El Universal,,,,1,,,,,,,,,,,,,,
2010-00739,HEATWAVE,Mexico,26,SONORA,1449,26030,Hermosillo,,,,2010/7/1,,ATMOSPHCONDITION,Temperatura de 45º C,El Universal,,,,1,,,,,,,,,,,,,,
2010-00740,HEATWAVE,Mexico,26,SONORA,1449,26062,Suaqui Grande,,,,2010/7/1,,ATMOSPHCONDITION,Temperatura de 45º C,El Universal,,,,1,,,,,,,,,,,,,,
2010-00741,HEATWAVE,Mexico,26,SONORA,1449,26018,Cajeme,,,,2010/7/1,,ATMOSPHCONDITION,Temperatura de 45º C,El Universal,,,,1,,,,,,,,,,,,,,
2010-00742,HEATWAVE,Mexico,02,BAJA CALIFORNIA,833,02002,Mexicali,,,,2010/7/1,"Un joven de 20 años muerto por las altas temperaturas, luego de que junto con otras 2 personas se extraviaron en la zona desértica de Laguna Salada. Las otras 2 personas fueron rescatadas con síntomas de deshidratación y quemaduras leves en la piel por el sol.",ATMOSPHCONDITION,,El Universal,,,,1,1,2,,,,,,,,,,,,
2010-00863,HEATWAVE,Mexico,26,SONORA,1449,26002,Agua Prieta,,,,2010/7/11,1 persona muerta por deshidratación. Se incrementan los casos de enfermedades asociadas con la ola de calor.,ATMOSPHCONDITION,Temperatura de 45º C,La Jornada,,,,1,1,,,,,,,,,,,,,
2010-00972,HEATWAVE,Mexico,02,BAJA CALIFORNIA,833,02002,Mexicali,,,,2010/7/26,2 personas muertas por las altas temperaturas.,ATMOSPHCONDITION,Temperaturas por arriba de los 40º C,El Universal,,,,1,2,,,,,,,,,,,,,
2010-00973,HEATWAVE,Mexico,23,QUINTANA ROO,738,23004,Othón P. Blanco,,,,2010/7/26,1 persona muerta por deshidratación.,ATMOSPHCONDITION,,El Universal,,,,1,1,,,,,,,,,,,,,
2010-01027,HEATWAVE,Mexico,26,SONORA,1449,26055,San Luis Río Colorado,,,,2010/7/30,2 personas muertas por las altas temperaturas.,ATMOSPHCONDITION,,La Jornada,,,,1,2,,,,,,,,,,,,,
2010-01203,HEATWAVE,Mexico,26,SONORA,1449,26055,San Luis Río Colorado,,,,2010/8/13,Una persona muerta por golpe de calor.,ATMOSPHCONDITION,,La Jornada,,,,1,1,,,,,,,,,,,,,
2010-01204,HEATWAVE,Mexico,26,SONORA,1449,26070,General Plutarco Elías Calles,,,,2010/8/13,Una persona muerta por golpe de calor.,ATMOSPHCONDITION,,La Jornada,,,,1,1,,,,,,,,,,,,,
2010-01454,HEATWAVE,Mexico,02,BAJA CALIFORNIA,833,02002,Mexicali,,,,2010/8/25,"Debido a las altas temperaturas que se han registrado en los últimos días, abrieron un albergue para indigentes y para quienes requieran estar en un lugar fresco durante las horas más cálidas.",ATMOSPHCONDITION,Temperaturas de 47º C,El Universal,,,,1,,,,,,,,,,,,,,
2010-01793,HEATWAVE,Mexico,26,SONORA,1449,26070,General Plutarco Elías Calles,,,,2010/9/7,"Una persona muerta por deshidratación, debido a las altas temperaturas.",ATMOSPHCONDITION,,La Jornada,,,,1,1,,,,,,,,,,,,,
2010-01996,HEATWAVE,Mexico,26,SONORA,1449,26030,Hermosillo,,,,2010/10/2,"1 campesino que laboraba en un plantío de sandía murió por deshidratación, debido a las altas temperaturas.",ATMOSPHCONDITION,Temperaturas de 42º C,La Jornada,,,,1,1,,,,,,,,,,,,,
2010-02611,HEATWAVE,Mexico,24,SAN LUIS POTOSI,1971,24040,Tamuín,,,,2010/5/2,"El intenso calor provocó que la Secretaría de Salud girara recomendaciones a la población para el cuidado de  alimentos y consumo de agua, a fin de evitar que proliferen las enfermedades gastrointestinales. Los especialistas dicen que el país enfrenta movimientos erráticos en el clima, lo que produce cambios bruscos de temperaturas, ya que mientras en el norte del país se están congelando, en el centro y sur, se registran altas temperaturas.",ATMOSPHCONDITION,Temperaturas entre 40 y 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02612,HEATWAVE,Mexico,28,TAMAULIPAS,2408,28037,Soto la Marina,,,,2010/5/2,"El intenso calor provocó que la Secretaría de Salud girara recomendaciones a la población para el cuidado de  alimentos y consumo de agua, a fin de evitar que proliferen las enfermedades gastrointestinales. Los especialistas dicen que el país enfrenta movimientos erráticos en el clima, lo que produce cambios bruscos de temperaturas, ya que mientras en el norte del país se están congelando, en el centro y sur, se registran altas temperaturas.",ATMOSPHCONDITION,Temperaturas entre 40 y 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02613,HEATWAVE,Mexico,04,CAMPECHE,661,04002,Campeche,,,,2010/5/2,"El intenso calor provocó que la Secretaría de Salud girara recomendaciones a la población para el cuidado de  alimentos y consumo de agua, a fin de evitar que proliferen las enfermedades gastrointestinales. Los especialistas dicen que el país enfrenta movimientos erráticos en el clima, lo que produce cambios bruscos de temperaturas, ya que mientras en el norte del país se están congelando, en el centro y sur, se registran altas temperaturas.",ATMOSPHCONDITION,Temperaturas entre 40 y 44 ° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02614,HEATWAVE,Mexico,30,VERACRUZ,1696,30193,Veracruz,,,,2010/5/2,"El intenso calor provocó que la Secretaría de Salud girara recomendaciones a la población para el cuidado de  alimentos y consumo de agua, a fin de evitar que proliferen las enfermedades gastrointestinales. Los especialistas dicen que el país enfrenta movimientos erráticos en el clima, lo que produce cambios bruscos de temperaturas, ya que mientras en el norte del país se están congelando, en el centro y sur, se registran altas temperaturas.",ATMOSPHCONDITION,Temperatutras entre 40 y 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02615,HEATWAVE,Mexico,05,COAHUILA,1151,05018,Monclova,,,,2010/5/2,"El intenso calor provocó que la Secretaría de Salud girara recomendaciones a la población para el cuidado de  alimentos y consumo de agua, a fin de evitar que proliferen las enfermedades gastrointestinales. Los especialistas dicen que el país enfrenta movimientos erráticos en el clima, lo que produce cambios bruscos de temperaturas, ya que mientras en el norte del país se están congelando, en el centro y sur, se registran altas temperaturas.",ATMOSPHCONDITION,Temperaturas entre 40 y 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02616,HEATWAVE,Mexico,07,CHIAPAS,1429,07101,Tuxtla Gutiérrez,,,,2010/5/2,"El intenso calor provocó que la Secretaría de Salud girara recomendaciones a la población para el cuidado de  alimentos y consumo de agua, a fin de evitar que proliferen las enfermedades gastrointestinales. Los especialistas dicen que el país enfrenta movimientos erráticos en el clima, lo que produce cambios bruscos de temperaturas, ya que mientras en el norte del país se están congelando, en el centro y sur, se registran altas temperaturas.",ATMOSPHCONDITION,Temperaturas entre 40 y 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02617,HEATWAVE,Mexico,20,OAXACA,1447,20067,Oaxaca de Juárez,,,,2010/5/2,"El intenso calor provocó que la Secretaría de Salud girara recomendaciones a la población para el cuidado de  alimentos y consumo de agua, a fin de evitar que proliferen las enfermedades gastrointestinales. Los especialistas dicen que el país enfrenta movimientos erráticos en el clima, lo que produce cambios bruscos de temperaturas, ya que mientras en el norte del país se están congelando, en el centro y sur, se registran altas temperaturas.",ATMOSPHCONDITION,Temperaturas entre 40 y 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02618,HEATWAVE,Mexico,31,YUCATAN,2655,31050,Mérida,,,,2010/5/2,"El intenso calor provocó que la Secretaría de Salud girara recomendaciones a la población para el cuidado de  alimentos y consumo de agua, a fin de evitar que proliferen las enfermedades gastrointestinales. Los especialistas dicen que el país enfrenta movimientos erráticos en el clima, lo que produce cambios bruscos de temperaturas, ya que mientras en el norte del país se están congelando, en el centro y sur, se registran altas temperaturas.",ATMOSPHCONDITION,Temperaturas entre 40 y 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2011-00177,HEATWAVE,Mexico,22,QUERETARO,2717,22014,Querétaro,,,,2011/4/2,"82 mil personas en condiciones de alta vulnerabilidad, afectadas por las altas temperaturas.",ATMOSPHCONDITION,Temperaturas de 35º C,El Universal,,,,1,,,,,,,82000,,,,,,,
2011-00178,HEATWAVE,Mexico,26,SONORA,1449,26030,Hermosillo,,,,2011/4/2,"Miles de personas afectadas por las altas temperaturas, a lo que se suma la escasez de agua.",ATMOSPHCONDITION,Temperaturas de 40º C,El Universal,,,,1,,,,,,,,,,,,,,
2011-00223,HEATWAVE,Mexico,28,TAMAULIPAS,2408,28027,Nuevo Laredo,,,,2011/4/27,"Más de 1,500 personas han sido atendidas por enfermedades asociadas con el calor durante los últimos 15 días, entre ellos 5 niños que fueron hospitalizados con cuadros de deshidratación.",ATMOSPHCONDITION,Temperaturas de 40º C,El Universal,,,,1,,1500,,,,,,,,,,,,
2011-00224,HEATWAVE,Mexico,13,HIDALGO,2274,13028,Huejutla de Reyes,,,,2011/4/28,Varios animales han muerto por las altas temperaturas. Entre el ganado más afectado se encuentra la raza Hollstein que es ganado de clima frío.,ATMOSPHCONDITION,Temperaturas de 48º C,El Universal,,,,1,,,,,,,,,,,,,,
2010-02702,HEATWAVE,Mexico,27,TABASCO,2442,27004,Centro,,,,2010/5/4,"Vientos cálidos y secos causaron elevadas temperaturas, registrándose el mayor calor en los últimos 5 años.",ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02703,HEATWAVE,Mexico,27,TABASCO,2442,27009,Jalapa,,,,2010/5/4,"Vientos cálidos y secos causaron elevadas temperaturas, registrándose el mayor calor en los últimos 5 años",ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02704,HEATWAVE,Mexico,27,TABASCO,2442,27001,Balancán,,,,2010/5/4,"Vientos cálidos y secos causaron elevadas temperaturas, registrándose el mayor calor en los últimos 5 años",ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02705,HEATWAVE,Mexico,27,TABASCO,2442,27002,Cárdenas,,,,2010/5/4,"Vientos cálidos y secos causaron elevadas temperaturas, registrándose el mayor calor en los últimos 5 años",ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02706,HEATWAVE,Mexico,27,TABASCO,2442,27012,Macuspana,,,,2010/5/4,"Vientos cálidos y secos causaron elevadas temperaturas, registrándose el mayor calor en los últimos 5 años",ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02707,HEATWAVE,Mexico,27,TABASCO,2442,27008,Huimanguillo,,,,2010/5/4,"Vientos cálidos y secos causaron elevadas temperaturas, registrándose el mayor calor en los últimos 5 años",ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02708,HEATWAVE,Mexico,31,YUCATAN,2655,31062,Sacalum,,,,2010/5/4,"Vientos cálidos y secos Vientos cálidos y secos causaron elevadas temperaturas, registrándose el mayor calor en los últimos 5 años",ATMOSPHCONDITION,Temperaturas de 42° C. y vientos de 70 km/h.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02709,HEATWAVE,Mexico,31,YUCATAN,2655,31029,Dzilam González,,,,2010/5/4,"Vientos cálidos y secos causaron elevadas temperaturas, registrándose el mayor calor en los últimos 5 años",ATMOSPHCONDITION,Temperaturas de 42° C. y vientos de 70 km/h.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02710,HEATWAVE,Mexico,20,OAXACA,1447,20029,Eloxochitlán de Flores Magón,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02711,HEATWAVE,Mexico,20,OAXACA,1447,20040,Huautepec,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44 ° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02712,HEATWAVE,Mexico,20,OAXACA,1447,20041,Huautla de Jiménez,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02713,HEATWAVE,Mexico,20,OAXACA,1447,20058,Mazatlán Villa de Flores,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02714,HEATWAVE,Mexico,20,OAXACA,1447,20109,San Antonio Nanahuatípam,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02715,HEATWAVE,Mexico,20,OAXACA,1447,20116,San Bartolomé Ayautla,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02716,HEATWAVE,Mexico,20,OAXACA,1447,20142,San Francisco Huehuetlán,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02717,HEATWAVE,Mexico,20,OAXACA,1447,20163,San Jerónimo Tecóatl,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02718,HEATWAVE,Mexico,20,OAXACA,1447,20171,San José Tenango,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02719,HEATWAVE,Mexico,20,OAXACA,1447,20187,San Juan Coatzóspam,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02720,HEATWAVE,Mexico,20,OAXACA,1447,20206,San Juan de los Cués,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02721,HEATWAVE,Mexico,20,OAXACA,1447,20228,San Lorenzo Cuaunecuiltitla,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02722,HEATWAVE,Mexico,20,OAXACA,1447,20234,San Lucas Zoquiápam,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° c:,El Universal,,,,1,,,,,,,,,,,,,,
2010-02723,HEATWAVE,Mexico,20,OAXACA,1447,20244,San Martín Toxpalan,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02724,HEATWAVE,Mexico,20,OAXACA,1447,20249,San Mateo Yoloxochitlán,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02725,HEATWAVE,Mexico,20,OAXACA,1447,20322,San Pedro Ocopetatillo,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02726,HEATWAVE,Mexico,20,OAXACA,1447,20354,Santa Ana Ateixtlahuaca,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02727,HEATWAVE,Mexico,20,OAXACA,1447,20374,Santa Cruz Acatepec,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El UNiversal,,,,1,,,,,,,,,,,,,,
2010-02728,HEATWAVE,Mexico,20,OAXACA,1447,20396,Santa María la Asunción,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02729,HEATWAVE,Mexico,20,OAXACA,1447,20406,Santa María Chilchotla,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02730,HEATWAVE,Mexico,20,OAXACA,1447,20416,Santa María Ixcatlán,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02731,HEATWAVE,Mexico,20,OAXACA,1447,20431,Santa María Tecomavaca,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,EL universal,,,,1,,,,,,,,,,,,,,
2010-02732,HEATWAVE,Mexico,20,OAXACA,1447,20434,Santa María Teopoxco,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02733,HEATWAVE,Mexico,20,OAXACA,1447,20490,Santiago Texcalcingo,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02734,HEATWAVE,Mexico,20,OAXACA,1447,20545,Teotitlán de Flores Magón,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02735,HEATWAVE,Mexico,20,OAXACA,1447,20019,Concepción Pápalo,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02736,HEATWAVE,Mexico,20,OAXACA,1447,20024,Cuyamecalco Villa de Zaragoza,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02737,HEATWAVE,Mexico,20,OAXACA,1447,20027,Chiquihuitlán de Benito Juárez,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02738,HEATWAVE,Mexico,20,OAXACA,1447,20098,San Andrés Teotilálpam,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
2010-02739,HEATWAVE,Mexico,20,OAXACA,1447,20139,San Francisco Chapulapa,,,,2010/5/5,El termómetro rebasó los registros históricos. Se incrementaron en 30% las enfermedades gastrointestinales.,ATMOSPHCONDITION,Temperaturas de 44° C.,El Universal,,,,1,,,,,,,,,,,,,,
